date,basket_0,basket_1,basket_2,basket_3,basket_4,basket_5,basket_6,basket_7
2023-09-23,0.0,0.0,0.007500000000000007,0.0,0.0,0.0,-0.07,0.0
2023-09-24,0.07,0.0,-0.0050000000000000044,0.0,0.0,0.0,0.05499999999999999,0.0
2023-09-25,-0.0024999999999999467,0.0,-0.0050000000000000044,0.0,0.0,0.0,0.0050000000000000044,0.0
2023-09-26,0.0,0.0,0.0050000000000000044,0.0,0.0,0.0,0.0,0.0050000000000000044
2023-09-27,-0.0050000000000000044,0.0,0.0025000000000000022,0.0,0.0,0.0,0.0,0.0050000000000000044
2023-09-28,0.0,0.0,0.0025000000000000022,0.0,0.0,0.0,0.0050000000000000044,0.0
2023-09-29,0.0,0.0,0.007500000000000007,0.0,0.0,0.0,0.05000000000000002,0.020000000000000018
2023-09-30,0.0,0.0,0.007500000000000007,0.0,0.0,0.0,-0.025000000000000022,0.0
2023-10-01,0.0,0.0,0.0025000000000000022,0.0,0.0,0.0,-0.0050000000000000044,0.0
2023-10-02,-0.06749999999999999,0.0,0.0050000000000000044,0.0,0.0,0.0,0.0,0.020000000000000018
2023-10-03,0.075,0.0,0.0025000000000000022,0.0,0.0,0.0,-0.0050000000000000044,0.0
2023-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.0
2023-10-05,0.010000000000000009,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,-0.0050000000000000044
2023-10-06,0.0,0.0,-0.0050000000000000044,0.0,0.0,0.0,0.0,0.0
2023-10-07,-0.0025000000000000022,0.0,-0.0050000000000000044,0.0,0.0,0.0,0.0,0.0050000000000000044
2023-10-08,0.0025000000000000022,0.0,-0.0025000000000000022,0.0,0.0,0.0,0.0,0.0
2023-10-09,0.0,0.0,-0.010000000000000009,0.0,0.0,0.0,0.0,0.0050000000000000044
2023-10-10,0.0,0.0,0.0025000000000000022,0.0,0.0,0.0,0.0,0.010000000000000009
2023-10-11,0.0024999999999999467,0.0,0.0025000000000000022,0.0,0.0,0.0,0.0050000000000000044,-0.015000000000000013
2023-10-12,-0.0024999999999999467,0.0,0.0,0.0,0.0,0.0,-0.0050000000000000044,0.015000000000000013
2023-10-13,-0.0025000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0050000000000000044
2023-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010000000000000009
2023-10-15,0.0,0.0,0.007500000000000007,0.0,0.0,0.0,0.0,0.0
2023-10-16,0.0,0.0,0.0025000000000000022,0.0,0.0,0.0,0.0,0.0
2023-10-17,0.0,0.0,-0.0025000000000000022,0.0,0.0,0.0,0.0,0.0
2023-10-18,-0.0025000000000000022,0.0,-0.0050000000000000044,0.0,0.0,0.0,0.0,0.0
2023-10-19,0.0,0.0,-0.0050000000000000044,0.0,0.0,0.0,0.0,0.015000000000000013
2023-10-20,-0.0025000000000000022,0.0,0.0025000000000000022,0.0,0.0,0.0,0.010000000000000009,0.0
2023-10-21,-0.0050000000000000044,0.0,-0.0050000000000000044,0.0,0.0,0.0,0.0,0.0
2023-10-22,0.0,0.0,0.0050000000000000044,0.0,0.0,0.0,0.0,0.0050000000000000044
2023-10-23,0.0,0.0,0.0025000000000000022,0.0,0.0,0.0,0.010000000000000009,0.0
2023-10-24,0.0025000000000000022,0.0,0.007500000000000007,0.0,0.0,0.0,0.0,0.0
2023-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000009
2023-10-27,0.0,0.0,0.0025000000000000022,0.0,0.0,0.0,-0.010000000000000009,0.0
2023-10-28,0.0,0.0,0.0025000000000000022,0.0,0.0,0.0,0.0050000000000000044,0.0
2023-10-29,0.0,0.0,0.0025000000000000022,0.0,0.0,0.0,-0.0050000000000000044,0.0050000000000000044
2023-10-30,-0.0025000000000000022,0.0,-0.0050000000000000044,0.0,0.0,0.0,0.0,0.0050000000000000044
2023-10-31,0.0050000000000000044,0.0,0.010000000000000009,0.0,0.0,0.0,-0.010000000000000009,0.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0050000000000000044
2023-11-02,-0.0025000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-03,-0.007500000000000007,0.0,0.0,0.0,0.0,0.0,-0.024999999999999994,0.0
2023-11-04,-0.0050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.010000000000000009,0.0
2023-11-06,-0.0025000000000000022,0.0,0.0025000000000000022,0.0,0.0,0.0,-0.0050000000000000044,0.0
2023-11-07,-0.0025000000000000022,0.0,-0.010000000000000009,0.0,0.0,0.0,0.03,0.0
2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.015000000000000013,0.010000000000000009
2023-11-09,0.0025000000000000022,0.0,0.012500000000000011,0.0,0.0,0.0,0.0,0.0
2023-11-10,-0.0025000000000000022,0.0,-0.0050000000000000044,0.0,0.0,0.0,0.0,-0.0050000000000000044
2023-11-11,0.014999999999999986,0.0,-0.0025000000000000022,0.0,0.0,0.0,0.0,0.0
2023-11-12,-0.004999999999999977,0.0,0.014999999999999958,0.0,0.0,0.0,0.010000000000000009,0.0050000000000000044
2023-11-13,0.004999999999999977,0.0,-0.0025000000000000022,0.0,0.0,0.0,-0.0050000000000000044,-0.010000000000000009
2023-11-14,0.0,0.0,-0.0050000000000000044,0.0,0.0,0.0,0.0,0.0
2023-11-15,0.0,0.0,-0.0025000000000000022,0.0,0.0,0.0,0.024999999999999967,0.0
2023-11-16,0.0,0.0,0.0025000000000000022,0.0,0.0,0.0,0.0,-0.0050000000000000044
2023-11-17,0.0,0.0,0.0025000000000000022,0.0,0.0,0.0,0.0,-0.0050000000000000044
2023-11-18,0.14,0.0,-0.015000000000000013,0.0,0.0,0.0,-0.019999999999999962,0.0050000000000000044
2023-11-19,0.0025000000000000022,0.0,0.0025000000000000022,0.0,0.0,0.0,0.0,0.0
2023-11-20,-0.027500000000000024,0.0,0.0025000000000000022,0.0,0.0,0.0,0.0,-0.0050000000000000044
2023-11-21,-0.1175,0.0,-0.009999999999999953,0.0,0.0,0.0,0.0,0.0
2023-11-22,0.0,0.0,0.0025000000000000022,0.0,0.0,0.0,0.0,0.0
2023-11-23,0.0,0.0,0.0024999999999999467,0.0,0.0,0.0,-0.0050000000000000044,0.0050000000000000044
2023-11-24,0.0050000000000000044,0.0,-0.019999999999999962,0.0,0.0,0.0,0.0,-0.010000000000000009
2023-11-25,0.0,0.0,0.007500000000000007,0.0,0.0,0.0,0.0,0.0
2023-11-26,0.0,0.0,-0.0025000000000000022,0.0,0.0,0.0,0.0,0.0
2023-11-27,-0.0025000000000000022,0.0,0.0050000000000000044,0.0,0.0,0.0,0.0,0.0
2023-11-28,-0.0050000000000000044,0.0,-0.007500000000000007,0.0,0.0,0.0,0.0050000000000000044,0.0
2023-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-30,-0.012500000000000011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,0.02250000000000002,0.0,0.0025000000000000022,0.0,0.0,0.0,0.0,-0.0050000000000000044
2023-12-02,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0
2023-12-03,0.0,0.0,0.0050000000000000044,0.0,0.0,0.0,0.0,0.0050000000000000044
2023-12-04,-0.020000000000000018,0.0,0.0025000000000000022,0.0,-0.040000000000000036,0.0,0.0,0.010000000000000009
2023-12-05,0.007500000000000007,0.0,0.012500000000000011,0.0,0.010000000000000009,0.0,0.0,0.029999999999999916
2023-12-06,0.0,0.0,0.01749999999999996,0.0,0.0,0.0,0.0,0.010000000000000009
2023-12-07,-0.0025000000000000022,0.0,0.017500000000000016,0.0,0.0,0.0,0.0,0.0
2023-12-08,0.0025000000000000022,0.0,0.0025000000000000022,0.0,0.0,0.0,-0.010000000000000009,0.0
2023-12-09,0.0,0.0,0.0,0.0,-0.17999999999999994,0.0,0.010000000000000009,0.010000000000000009
2023-12-10,-0.0025000000000000022,0.0,0.0,0.0,0.0,0.0,-0.0050000000000000044,0.0
2023-12-11,0.0,0.0,0.0,0.0,0.009999999999999953,0.0,0.0,0.0
2023-12-12,0.0,0.0,0.0050000000000000044,0.0,0.0,0.0,0.0,0.0
2023-12-13,0.07500000000000001,0.0,-0.007500000000000007,0.0,-0.009999999999999953,0.0,0.0,0.010000000000000009
2023-12-14,0.0050000000000000044,0.0,0.0025000000000000022,0.0,-0.010000000000000009,0.0,0.0,0.010000000000000009
2023-12-15,0.0,0.0,-0.0050000000000000044,0.0,0.0,0.0,0.0,0.0
2023-12-16,0.0,0.0,0.0,0.0,0.07499999999999996,0.0,0.0,0.0
2023-12-17,0.0,0.0,0.0,0.0,-0.07499999999999996,0.0,-0.0050000000000000044,0.0
2023-12-18,0.010000000000000009,0.0,0.0,0.0,0.13,0.0,0.010000000000000009,-0.020000000000000018
2023-12-19,-0.0025000000000000022,0.0,-0.010000000000000009,0.0,0.0,0.0,0.0050000000000000044,0.0
2023-12-20,-0.0050000000000000044,0.0,0.0050000000000000044,0.0,0.0,0.0,0.0,0.0050000000000000044
2023-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0050000000000000044
2023-12-22,0.08000000000000002,0.0,-0.02250000000000002,0.0,0.0,0.0,-0.0050000000000000044,-0.010000000000000009
2023-12-23,-0.030000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-24,-0.0025000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-25,-0.09499999999999997,0.0,-0.0025000000000000022,0.0,0.0,0.0,0.0050000000000000044,0.0
2023-12-26,0.0,0.0,-0.0050000000000000044,0.0,0.0,0.0,-0.0050000000000000044,0.0
2023-12-27,0.007500000000000007,0.0,0.0025000000000000022,0.0,0.0,0.0,0.0,0.0
2023-12-28,0.0,0.0,0.0025000000000000022,0.0,0.0,0.0,0.0,0.0
2023-12-29,-0.012500000000000011,0.0,0.017500000000000016,0.0,0.0,0.0,0.0,0.0
2023-12-30,-0.0025000000000000022,0.0,-0.012500000000000011,0.0,0.0,0.0,0.0,0.0
2023-12-31,0.0,0.0,-0.0025000000000000022,0.0,0.0,0.0,0.0,0.0
2024-01-01,-0.0025000000000000022,0.0,0.00500000000000006,0.0,0.0,0.0,0.0,0.0
2024-01-02,0.0,0.0,0.014999999999999958,0.0,0.0,0.0,-0.015000000000000013,0.0
2024-01-03,-0.0050000000000000044,0.0,0.007500000000000007,0.0,0.0,0.0,0.0,0.0
2024-01-04,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0,0.0
2024-01-05,0.0050000000000000044,0.0,0.0025000000000000022,0.0,0.0,0.0,0.015000000000000013,-0.015
2024-01-06,0.05000000000000002,0.0,-0.012500000000000011,0.0,0.0,0.0,-0.015000000000000013,-0.2237142857142857
2024-01-07,0.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.004807692307692309
2024-01-08,-0.11250000000000002,0.0,-0.007500000000000007,0.004000000000000001,0.0,0.0,0.0,-0.0008947368421052634
2024-01-09,0.11000000000000001,0.0,0.010000000000000009,-0.0015000000000000013,0.0,0.0,0.0,-0.0012894736842105265
2024-01-10,-0.11500000000000002,0.0,-0.0050000000000000044,-0.001999999999999999,-0.025000000000000022,0.0,0.0,-0.0015000000000000002
2024-01-11,-0.2235,0.0,0.006666666666666672,-0.018500000000000016,0.0,-0.21500000000000002,0.0,-0.14196296296296296
2024-01-12,0.006999999999999995,0.0,-0.0050000000000000044,-0.03774999999999998,0.0,0.0025000000000000022,0.0050000000000000044,-0.0007065217391304366
2024-01-13,0.0009000000000000008,0.0,0.00833333333333334,-0.045499999999999985,0.0,0.0050000000000000044,0.0050000000000000044,-0.0012826086956521739
2024-01-14,0.0009000000000000008,0.0,0.0,-0.028000000000000025,0.0,-0.0024999999999999953,0.0,-0.0006170212765957442
2024-01-15,0.0010000000000000009,0.0,-0.0012500000000000011,0.02250000000000002,0.0,-0.002500000000000009,0.0,-0.0004818181818181819
2024-01-16,0.0,0.0,0.0012500000000000011,0.0025000000000000022,0.050000000000000044,-0.0050000000000000044,0.0,-9.090909090909067e-05
2024-01-17,0.0,0.0,0.007500000000000007,-0.047500000000000014,0.0,0.007500000000000007,0.0,0.0011339285714285728
2024-01-18,0.0010000000000000009,0.0,0.0025000000000000022,0.035,0.0,-0.0025000000000000022,-0.0050000000000000044,0.0002678571428571433
2024-01-19,0.0010000000000000009,0.0,0.0,0.0050000000000000044,0.0,0.0,-0.0010000000000000009,0.0002543859649122812
2024-01-20,0.0005000000000000004,0.0,0.007500000000000007,0.024999999999999967,-0.0025000000000000022,-0.0050000000000000044,-0.0010000000000000009,-0.01985820895522388
2024-01-21,0.0022000000000000014,0.0,0.0025000000000000022,0.0,0.0050000000000000044,0.0,0.0002500000000000002,0.0005597014925373128
2024-01-22,0.003999999999999998,0.0,-0.0012500000000000011,0.0,0.027499999999999962,0.0,0.0005000000000000004,-0.0006268656716417909
2024-01-23,-0.0071,0.0,0.0037500000000000033,-0.022999999999999965,0.007500000000000007,0.0,-0.0005000000000000004,0.0015522388059701511
2024-01-24,-0.0010000000000000009,0.0,0.01999999999999999,-0.0050000000000000044,-0.0025000000000000022,0.0,-0.0002500000000000002,-0.0020671641791044776
