,weight
basket_0,0.14102955317877452
basket_1,0.029744111019252117
basket_2,0.15886429226722548
basket_3,0.17444701038443688
basket_5,0.08627857398385778
basket_6,0.29792501761672247
basket_9,0.11171144154973076
