date,nav
2023-09-23,0.99762093773909
2023-09-24,1.002113088097244
2023-09-25,1.001998597648193
2023-09-26,1.0058896672782585
2023-09-27,1.0095015091485777
2023-09-28,1.0098045090770058
2023-09-29,1.026896637588661
2023-09-30,1.0262364940510393
2023-10-01,1.026148569985897
2023-10-02,1.038859684141871
2023-10-03,1.0416594147679177
2023-10-04,1.042061312272328
2023-10-05,1.0390265639980911
2023-10-06,1.0388037220514765
2023-10-07,1.0422958430063618
2023-10-08,1.0422806811507723
2023-10-09,1.0456575589470505
2023-10-10,1.0534423844720935
2023-10-11,1.0422614920717042
2023-10-12,1.0534354820164062
2023-10-13,1.057202722453226
2023-10-14,1.0494453143452427
2023-10-15,1.0497829290581155
2023-10-16,1.0498955035001654
2023-10-17,1.0497829169860913
2023-10-18,1.0494604644308485
2023-10-19,1.0607862816292422
2023-10-20,1.0612109895719974
2023-10-21,1.0607866638224333
2023-10-22,1.0649060256471563
2023-10-23,1.0654310884399916
2023-10-24,1.0658725999928542
2023-10-25,1.0658725999928542
2023-10-26,1.0736936248291082
2023-10-27,1.0733945062759334
2023-10-28,1.0737166835640595
2023-10-29,1.0775639826548022
2023-10-30,1.0811864030256373
2023-10-31,1.0814334520229216
2023-11-01,1.0774658493811593
2023-11-02,1.0773659797950101
2023-11-03,1.076027213895798
2023-11-04,1.0758277414158142
2023-11-05,1.0754126609410253
2023-11-06,1.0752208443702262
2023-11-07,1.0759045126280067
2023-11-08,1.0844218135034613
2023-11-09,1.0851037727073458
2023-11-10,1.0807894025078597
2023-11-11,1.0812745689223313
2023-11-12,1.0861540342763218
2023-11-13,1.078059533643332
2023-11-14,1.0778283202236105
2023-11-15,1.078752369174853
2023-11-16,1.0749102839947215
2023-11-17,1.0710818827878106
2023-11-18,1.0790554178607403
2023-11-19,1.0792711482873494
2023-11-20,1.0743268093241551
2023-11-21,1.0691857879734818
2023-11-22,1.0693004430990294
2023-11-23,1.0731319180918646
2023-11-24,1.0645359361658677
2023-11-25,1.0648784056490497
2023-11-26,1.0647642124296244
2023-11-27,1.064893882097296
2023-11-28,1.0645593198253798
2023-11-29,1.0645593198253798
2023-11-30,1.0640659533824284
2023-12-01,1.0611638233799594
2023-12-02,1.061619002911018
2023-12-03,1.0657415969651642
2023-12-04,1.0709018298650315
2023-12-05,1.0958459569425534
2023-12-06,1.1047095148512494
2023-12-07,1.1054363718845197
2023-12-08,1.105230872326391
2023-12-09,1.1045089918634092
2023-12-10,1.1041935424675973
2023-12-11,1.104707400190463
2023-12-12,1.1049443288273506
2023-12-13,1.1152548693879714
2023-12-14,1.1232455796918919
2023-12-15,1.1230046751374003
2023-12-16,1.126924263979435
2023-12-17,1.1227735973392738
2023-12-18,1.1139385316857806
2023-12-19,1.1135723568334706
2023-12-20,1.1176902692382085
2023-12-21,1.1135896462580277
2023-12-22,1.1074318850849771
2023-12-23,1.1062001196704319
2023-12-24,1.1060975867240623
2023-12-25,1.1022964621648037
2023-12-26,1.101847404231155
2023-12-27,1.1022719503435843
2023-12-28,1.1023901534943141
2023-12-29,1.1027067652629783
2023-12-30,1.102013307220736
2023-12-31,1.1018951318058403
2024-01-01,1.1020293233703975
2024-01-02,1.102100601642486
2024-01-03,1.102250850040875
2024-01-04,1.1027236535929528
2024-01-05,1.0915473742308974
2024-01-06,0.9131717650680768
2024-01-07,0.9129974299102901
2024-01-08,0.9084553768935765
2024-01-09,0.9116310730471444
2024-01-10,0.9054051406114364
2024-01-11,0.7977679036267378
2024-01-12,0.7962861106115804
2024-01-13,0.7945314723044347
2024-01-14,0.793173846189341
2024-01-15,0.7936038091450925
2024-01-16,0.7954174657057984
2024-01-17,0.7948520315220189
2024-01-18,0.796127794875118
2024-01-19,0.7964487324448873
2024-01-20,0.7857496101331611
2024-01-21,0.786411072566285
2024-01-22,0.7871453981204131
2024-01-23,0.7874316617134464
2024-01-24,0.7866127614809516
2024-01-25,0.7854597683569724
2024-01-26,0.7855008299487481
2024-01-27,0.7813946114549671
2024-01-28,0.7808839805304332
2024-01-29,0.7808872437859168
2024-01-30,0.7820849575733974
2024-01-31,0.7808626661885286
2024-02-01,0.7725234415547406
2024-02-02,0.7527631886860893
2024-02-03,0.7527993427696571
2024-02-04,0.7525986521433414
2024-02-05,0.7519211757436561
2024-02-06,0.7527130907391014
2024-02-07,0.7522117106556564
2024-02-08,0.7516768976839672
2024-02-09,0.7514052462095951
2024-02-10,0.7527765035101184
2024-02-11,0.7535180931277379
2024-02-12,0.7528903355415864
2024-02-13,0.7524567834705687
2024-02-14,0.7525309625464864
2024-02-15,0.7508419131255573
2024-02-16,0.7504656464678312
2024-02-17,0.7515149031305368
2024-02-18,0.7517043185388695
2024-02-19,0.7523413600232088
2024-02-20,0.7530719786391168
2024-02-21,0.7530968139578814
2024-02-22,0.7531420330471105
2024-02-23,0.752836251542358
2024-02-24,0.7522669314822358
2024-02-25,0.7528822614326756
2024-02-26,0.7508975296342902
2024-02-27,0.7521359053019815
2024-02-28,0.7526672795278803
2024-02-29,0.7494280927017931
2024-03-01,0.7484140032413069
2024-03-02,0.7501246954879219
2024-03-03,0.7503522281315341
2024-03-04,0.7504189256432521
2024-03-05,0.7493518732277705
2024-03-06,0.7504176818671766
2024-03-07,0.7496101905796269
2024-03-08,0.749401656913599
2024-03-09,0.7433939070029523
2024-03-10,0.7408121747719117
2024-03-11,0.7402117639216584
2024-03-12,0.7407867360205315
2024-03-13,0.740153004038759
2024-03-14,0.7403358951024482
2024-03-15,0.7396743488954778
2024-03-16,0.7388458452111951
2024-03-17,0.7396313188817173
2024-03-18,0.7396104080225342
2024-03-19,0.7390506501680965
2024-03-20,0.7382701566991163
2024-03-21,0.7379560118478312
2024-03-22,0.7382602760286543
2024-03-23,0.7383942740137491
2024-03-24,0.7384211876451403
2024-03-25,0.7392255554587491
