date,basket_0,basket_1,basket_2,basket_3,basket_5,basket_6,basket_9
2025-01-01,-0.019285714285714295,-0.0007848664688427285,0.0,0.0,-0.015,0.0,-0.021500000000000016
2025-01-02,-0.011125000000000003,-0.0014386792452830192,-0.17000000000000004,0.0,0.015,0.0,-0.045999999999999985
2025-01-03,-0.0035833333333333294,0.0002318611987381703,-0.020000000000000018,0.0,0.019999999999999997,0.0,0.014999999999999994
2025-01-04,-0.005999999999999996,0.00034354838709677374,-0.014999999999999958,0.0,0.0,0.0,0.011833333333333316
2025-01-05,0.00023076923076922618,0.0009517684887459805,0.0,0.0,-0.0025000000000000022,0.0,0.013333333333333345
2025-01-06,0.00584615384615385,0.0003536977491961424,0.0050000000000000044,0.0,0.0,0.0,0.0016666666666666774
2025-01-07,-0.005500000000000002,0.0009292763157894738,-0.009500000000000001,0.0,-0.009833333333333333,0.0,0.03516666666666663
2025-01-08,-0.0041785714285714265,-0.0020873786407767,-0.009000000000000006,0.0,-0.004833333333333338,0.0,0.004500000000000032
2025-01-09,-0.0034333333333333347,-0.0006294498381877021,0.0009999999999999992,0.0,-0.0026666666666666657,0.0,0.01499999999999999
2025-01-10,0.006000000000000003,0.00021521035598705385,-0.01500000000000001,0.0,0.011166666666666667,0.0,0.013333333333333327
2025-01-11,-0.0017333333333333356,0.0003705501618122985,0.016000000000000014,0.0,-0.008166666666666664,0.0,-0.027833333333333335
2025-01-12,0.0020333333333333306,-0.00040967741935483856,0.008500000000000006,0.0,0.003500000000000003,0.0,0.001666666666666668
2025-01-13,0.007333333333333335,-0.0001818181818181819,-0.004750000000000004,0.0,-0.0011666666666666676,0.0,-0.006666666666666654
2025-01-14,0.019033333333333336,0.00041639344262295075,0.009499999999999982,0.0,-0.005499999999999998,0.0,-0.0038333333333333366
2025-01-15,0.003266666666666661,0.0010702614379084973,0.018250000000000013,0.0,0.033166666666666664,0.0,0.042333333333333334
2025-01-16,-0.006999999999999999,0.002170454545454545,0.0017500000000000016,0.0,0.008833333333333337,0.0,0.021500000000000002
2025-01-17,-0.013,0.0006061093247588433,-0.0004999999999999987,0.0,0.01849999999999999,0.0,-0.018166666666666664
2025-01-18,0.002176470588235291,0.002262057877813504,0.014999999999999986,0.0,-0.011666666666666667,0.0,-0.002500000000000021
2025-01-19,0.0019411764705882378,-0.0013656249999999997,0.0037500000000000016,0.0,0.001833333333333335,0.0,-0.013333333333333327
2025-01-20,0.0013529411764705928,0.0008097484276729559,0.015250000000000005,0.0,-0.0030000000000000027,0.0,-0.019166666666666665
2025-01-21,0.0029117647058823476,0.002475728155339807,0.018499999999999996,0.0,-0.00016666666666666682,0.0,0.04250000000000002
2025-01-22,-0.005970588235294116,0.0007752442996742675,-0.029,0.0,-0.01,0.0,-0.008666666666666675
2025-01-23,-0.0013235294117647039,-0.005276094276094276,-0.018249999999999985,0.0,0.006666666666666672,0.0,0.007666666666666651
2025-01-24,-0.0006470588235294152,-0.001515202702702703,0.014499999999999985,0.0,-0.002166666666666664,0.0,0.005000000000000009
2025-01-25,0.0022777777777777813,0.0002340425531914877,0.00900000000000001,0.0,-0.017166666666666674,0.0,-0.006500000000000006
2025-01-26,-0.001749999999999997,-0.0009211469534050178,-0.005500000000000005,0.0,-0.010166666666666652,0.0,-0.00233333333333334
2025-01-27,-0.011833333333333338,-0.0003010752688172046,0.004000000000000005,0.0,0.004166666666666656,0.0,-0.0024999999999999974
2025-01-28,0.007555555555555559,-0.0018592057761732828,0.009000000000000011,0.0,0.008833333333333337,0.0,-0.013333333333333327
2025-01-29,-0.007111111111111114,-0.0015054151624548748,0.01224999999999998,0.0,-0.00683333333333333,0.0,-0.007999999999999988
2025-01-30,0.006657894736842102,-0.0003777372262773723,-0.013249999999999982,0.0,-0.009000000000000008,0.0,0.018
